date,type,category,description,amount
2025-01-01,revenue,Product Sales,penny-2572,0.01
2025-01-01,revenue,Product Sales,penny-2573,0.01
2025-01-01,revenue,Product Sales,penny-2574,0.01
2025-01-01,revenue,Product Sales,penny-2575,0.01
2025-01-01,revenue,Product Sales,penny-2576,0.01
2025-01-01,revenue,Product Sales,penny-2577,0.01
2025-01-01,revenue,Product Sales,penny-2578,0.01
2025-01-01,revenue,Product Sales,penny-2579,0.01
2025-01-01,revenue,Product Sales,penny-2580,0.01
2025-01-01,revenue,Product Sales,penny-2581,0.01
2025-01-01,revenue,Product Sales,penny-2582,0.01
2025-01-01,revenue,Product Sales,penny-2583,0.01
2025-01-01,revenue,Product Sales,penny-2584,0.01
2025-01-01,revenue,Product Sales,penny-2585,0.01
2025-01-01,revenue,Product Sales,penny-2586,0.01
2025-01-01,revenue,Product Sales,penny-2587,0.01
2025-01-01,revenue,Product Sales,penny-2588,0.01
2025-01-01,revenue,Product Sales,penny-2589,0.01
2025-01-01,revenue,Product Sales,penny-2590,0.01
2025-01-01,revenue,Product Sales,penny-2591,0.01
2025-01-01,revenue,Product Sales,penny-2592,0.01
2025-01-01,revenue,Product Sales,penny-2593,0.01
2025-01-01,revenue,Product Sales,penny-2594,0.01
2025-01-01,revenue,Product Sales,penny-2595,0.01
2025-01-01,revenue,Product Sales,penny-2596,0.01
2025-01-01,revenue,Product Sales,penny-2597,0.01
2025-01-01,revenue,Product Sales,penny-2598,0.01
2025-01-01,revenue,Product Sales,penny-2599,0.01
2025-01-01,revenue,Product Sales,penny-2600,0.01
2025-01-01,revenue,Product Sales,penny-2601,0.01
2025-01-01,revenue,Product Sales,penny-2602,0.01
2025-01-01,revenue,Product Sales,penny-2603,0.01
2025-01-01,revenue,Product Sales,penny-2604,0.01
2025-01-01,revenue,Product Sales,penny-2605,0.01
2025-01-01,revenue,Product Sales,penny-2606,0.01
2025-01-01,revenue,Product Sales,penny-2607,0.01
2025-01-01,revenue,Product Sales,penny-2608,0.01
2025-01-01,revenue,Product Sales,penny-2609,0.01
2025-01-01,revenue,Product Sales,penny-2610,0.01
2025-01-01,revenue,Product Sales,penny-2611,0.01
2025-01-01,revenue,Product Sales,penny-2612,0.01
2025-01-01,revenue,Product Sales,penny-2613,0.01
2025-01-01,revenue,Product Sales,penny-2614,0.01
2025-01-01,revenue,Product Sales,penny-2615,0.01
2025-01-01,revenue,Product Sales,penny-2616,0.01
2025-01-01,revenue,Product Sales,penny-2617,0.01
2025-01-01,revenue,Product Sales,penny-2618,0.01
2025-01-01,revenue,Product Sales,penny-2619,0.01
2025-01-01,revenue,Product Sales,penny-2620,0.01
2025-01-01,revenue,Product Sales,penny-2621,0.01
2025-01-01,revenue,Product Sales,penny-2622,0.01
2025-01-01,revenue,Product Sales,penny-2623,0.01
2025-01-01,revenue,Product Sales,penny-2624,0.01
2025-01-01,revenue,Product Sales,penny-2625,0.01
2025-01-01,revenue,Product Sales,penny-2626,0.01
2025-01-01,revenue,Product Sales,penny-2627,0.01
2025-01-01,revenue,Product Sales,penny-2628,0.01
2025-01-01,revenue,Product Sales,penny-2629,0.01
2025-01-01,revenue,Product Sales,penny-2630,0.01
2025-01-01,revenue,Product Sales,penny-2631,0.01
2025-01-01,revenue,Product Sales,penny-2632,0.01
2025-01-01,revenue,Product Sales,penny-2633,0.01
2025-01-01,revenue,Product Sales,penny-2634,0.01
2025-01-01,revenue,Product Sales,penny-2635,0.01
2025-01-01,revenue,Product Sales,penny-2636,0.01
2025-01-01,revenue,Product Sales,penny-2637,0.01
2025-01-01,revenue,Product Sales,penny-2638,0.01
2025-01-01,revenue,Product Sales,penny-2639,0.01
2025-01-01,revenue,Product Sales,penny-2640,0.01
2025-01-01,revenue,Product Sales,penny-2641,0.01
2025-01-01,revenue,Product Sales,penny-2642,0.01
2025-01-01,revenue,Product Sales,penny-2643,0.01
2025-01-01,revenue,Product Sales,penny-2644,0.01
2025-01-01,revenue,Product Sales,penny-2645,0.01
2025-01-01,revenue,Product Sales,penny-2646,0.01
2025-01-01,revenue,Product Sales,penny-2647,0.01
2025-01-01,revenue,Product Sales,penny-2648,0.01
2025-01-01,revenue,Product Sales,penny-2649,0.01
2025-01-01,revenue,Product Sales,penny-2650,0.01
2025-01-01,revenue,Product Sales,penny-2651,0.01
2025-01-01,revenue,Product Sales,penny-2652,0.01
2025-01-01,revenue,Product Sales,penny-2653,0.01
2025-01-01,revenue,Product Sales,penny-2654,0.01
2025-01-01,revenue,Product Sales,penny-2655,0.01
2025-01-01,revenue,Product Sales,penny-2656,0.01
2025-01-01,revenue,Product Sales,penny-2657,0.01
2025-01-01,revenue,Product Sales,penny-2658,0.01
2025-01-01,revenue,Product Sales,penny-2659,0.01
2025-01-01,revenue,Product Sales,penny-2660,0.01
2025-01-01,revenue,Product Sales,penny-2661,0.01
2025-01-01,revenue,Product Sales,penny-2662,0.01
2025-01-01,revenue,Product Sales,penny-2663,0.01
2025-01-01,revenue,Product Sales,penny-2664,0.01
2025-01-01,revenue,Product Sales,penny-2665,0.01
2025-01-01,revenue,Product Sales,penny-2666,0.01
2025-01-01,revenue,Product Sales,penny-2667,0.01
2025-01-01,revenue,Product Sales,penny-2668,0.01
2025-01-01,revenue,Product Sales,penny-2669,0.01
2025-01-01,revenue,Product Sales,penny-2670,0.01
2025-01-01,revenue,Product Sales,penny-2671,0.01
2025-01-01,revenue,Product Sales,penny-2672,0.01
2025-01-01,revenue,Product Sales,penny-2673,0.01
2025-01-01,revenue,Product Sales,penny-2674,0.01
2025-01-01,revenue,Product Sales,penny-2675,0.01
2025-01-01,revenue,Product Sales,penny-2676,0.01
2025-01-01,revenue,Product Sales,penny-2677,0.01
2025-01-01,revenue,Product Sales,penny-2678,0.01
2025-01-01,revenue,Product Sales,penny-2679,0.01
2025-01-01,revenue,Product Sales,penny-2680,0.01
2025-01-01,revenue,Product Sales,penny-2681,0.01
2025-01-01,revenue,Product Sales,penny-2682,0.01
2025-01-01,revenue,Product Sales,penny-2683,0.01
2025-01-01,revenue,Product Sales,penny-2684,0.01
2025-01-01,revenue,Product Sales,penny-2685,0.01
2025-01-01,revenue,Product Sales,penny-2686,0.01
2025-01-01,revenue,Product Sales,penny-2687,0.01
2025-01-01,revenue,Product Sales,penny-2688,0.01
2025-01-01,revenue,Product Sales,penny-2689,0.01
2025-01-01,revenue,Product Sales,penny-2690,0.01
2025-01-01,revenue,Product Sales,penny-2691,0.01
2025-01-01,revenue,Product Sales,penny-2692,0.01
2025-01-01,revenue,Product Sales,penny-2693,0.01
2025-01-01,revenue,Product Sales,penny-2694,0.01
2025-01-01,revenue,Product Sales,penny-2695,0.01
2025-01-01,revenue,Product Sales,penny-2696,0.01
2025-01-01,revenue,Product Sales,penny-2697,0.01
2025-01-01,revenue,Product Sales,penny-2698,0.01
2025-01-01,revenue,Product Sales,penny-2699,0.01
2025-01-01,revenue,Product Sales,penny-2700,0.01
2025-01-01,revenue,Product Sales,penny-2701,0.01
2025-01-01,revenue,Product Sales,penny-2702,0.01
2025-01-01,revenue,Product Sales,penny-2703,0.01
2025-01-01,revenue,Product Sales,penny-2704,0.01
2025-01-01,revenue,Product Sales,penny-2705,0.01
2025-01-01,revenue,Product Sales,penny-2706,0.01
2025-01-01,revenue,Product Sales,penny-2707,0.01
2025-01-01,revenue,Product Sales,penny-2708,0.01
2025-01-01,revenue,Product Sales,penny-2709,0.01
2025-01-01,revenue,Product Sales,penny-2710,0.01
2025-01-01,revenue,Product Sales,penny-2711,0.01
2025-01-01,revenue,Product Sales,penny-2712,0.01
2025-01-01,revenue,Product Sales,penny-2713,0.01
2025-01-01,revenue,Product Sales,penny-2714,0.01
2025-01-01,revenue,Product Sales,penny-2715,0.01
2025-01-01,revenue,Product Sales,penny-2716,0.01
2025-01-01,revenue,Product Sales,penny-2717,0.01
2025-01-01,revenue,Product Sales,penny-2718,0.01
2025-01-01,revenue,Product Sales,penny-2719,0.01
2025-01-01,revenue,Product Sales,penny-2720,0.01
2025-01-01,revenue,Product Sales,penny-2721,0.01
2025-01-01,revenue,Product Sales,penny-2722,0.01
2025-01-01,revenue,Product Sales,penny-2723,0.01
2025-01-01,revenue,Product Sales,penny-2724,0.01
2025-01-01,revenue,Product Sales,penny-2725,0.01
2025-01-01,revenue,Product Sales,penny-2726,0.01
2025-01-01,revenue,Product Sales,penny-2727,0.01
2025-01-01,revenue,Product Sales,penny-2728,0.01
2025-01-01,revenue,Product Sales,penny-2729,0.01
2025-01-01,revenue,Product Sales,penny-2730,0.01
2025-01-01,revenue,Product Sales,penny-2731,0.01
2025-01-01,revenue,Product Sales,penny-2732,0.01
2025-01-01,revenue,Product Sales,penny-2733,0.01
2025-01-01,revenue,Product Sales,penny-2734,0.01
2025-01-01,revenue,Product Sales,penny-2735,0.01
2025-01-01,revenue,Product Sales,penny-2736,0.01
2025-01-01,revenue,Product Sales,penny-2737,0.01
2025-01-01,revenue,Product Sales,penny-2738,0.01
2025-01-01,revenue,Product Sales,penny-2739,0.01
2025-01-01,revenue,Product Sales,penny-2740,0.01
2025-01-01,revenue,Product Sales,penny-2741,0.01
2025-01-01,revenue,Product Sales,penny-2742,0.01
2025-01-01,revenue,Product Sales,penny-2743,0.01
2025-01-01,revenue,Product Sales,penny-2744,0.01
2025-01-01,revenue,Product Sales,penny-2745,0.01
2025-01-01,revenue,Product Sales,penny-2746,0.01
2025-01-01,revenue,Product Sales,penny-2747,0.01
2025-01-01,revenue,Product Sales,penny-2748,0.01
2025-01-01,revenue,Product Sales,penny-2749,0.01
2025-01-01,revenue,Product Sales,penny-2750,0.01
2025-01-01,revenue,Product Sales,penny-2751,0.01
2025-01-01,revenue,Product Sales,penny-2752,0.01
2025-01-01,revenue,Product Sales,penny-2753,0.01
2025-01-01,revenue,Product Sales,penny-2754,0.01
2025-01-01,revenue,Product Sales,penny-2755,0.01
2025-01-01,revenue,Product Sales,penny-2756,0.01
2025-01-01,revenue,Product Sales,penny-2757,0.01
2025-01-01,revenue,Product Sales,penny-2758,0.01
2025-01-01,revenue,Product Sales,penny-2759,0.01
2025-01-01,revenue,Product Sales,penny-2760,0.01
2025-01-01,revenue,Product Sales,penny-2761,0.01
2025-01-01,revenue,Product Sales,penny-2762,0.01
2025-01-01,revenue,Product Sales,penny-2763,0.01
2025-01-01,revenue,Product Sales,penny-2764,0.01
2025-01-01,revenue,Product Sales,penny-2765,0.01
2025-01-01,revenue,Product Sales,penny-2766,0.01
2025-01-01,revenue,Product Sales,penny-2767,0.01
2025-01-01,revenue,Product Sales,penny-2768,0.01
2025-01-01,revenue,Product Sales,penny-2769,0.01
2025-01-01,revenue,Product Sales,penny-2770,0.01
2025-01-01,revenue,Product Sales,penny-2771,0.01
2025-01-01,revenue,Product Sales,penny-2772,0.01
2025-01-01,revenue,Product Sales,penny-2773,0.01
2025-01-01,revenue,Product Sales,penny-2774,0.01
2025-01-01,revenue,Product Sales,penny-2775,0.01
2025-01-01,revenue,Product Sales,penny-2776,0.01
2025-01-01,revenue,Product Sales,penny-2777,0.01
2025-01-01,revenue,Product Sales,penny-2778,0.01
2025-01-01,revenue,Product Sales,penny-2779,0.01
2025-01-01,revenue,Product Sales,penny-2780,0.01
2025-01-01,revenue,Product Sales,penny-2781,0.01
2025-01-01,revenue,Product Sales,penny-2782,0.01
2025-01-01,revenue,Product Sales,penny-2783,0.01
2025-01-01,revenue,Product Sales,penny-2784,0.01
2025-01-01,revenue,Product Sales,penny-2785,0.01
2025-01-01,revenue,Product Sales,penny-2786,0.01
2025-01-01,revenue,Product Sales,penny-2787,0.01
2025-01-01,revenue,Product Sales,penny-2788,0.01
2025-01-01,revenue,Product Sales,penny-2789,0.01
2025-01-01,revenue,Product Sales,penny-2790,0.01
2025-01-01,revenue,Product Sales,penny-2791,0.01
2025-01-01,revenue,Product Sales,penny-2792,0.01
2025-01-01,revenue,Product Sales,penny-2793,0.01
2025-01-01,revenue,Product Sales,penny-2794,0.01
2025-01-01,revenue,Product Sales,penny-2795,0.01
2025-01-01,revenue,Product Sales,penny-2796,0.01
2025-01-01,revenue,Product Sales,penny-2797,0.01
2025-01-01,revenue,Product Sales,penny-2798,0.01
2025-01-01,revenue,Product Sales,penny-2799,0.01
2025-01-01,revenue,Product Sales,penny-2800,0.01
2025-01-01,revenue,Product Sales,penny-2801,0.01
2025-01-01,revenue,Product Sales,penny-2802,0.01
2025-01-01,revenue,Product Sales,penny-2803,0.01
2025-01-01,revenue,Product Sales,penny-2804,0.01
2025-01-01,revenue,Product Sales,penny-2805,0.01
2025-01-01,revenue,Product Sales,penny-2806,0.01
2025-01-01,revenue,Product Sales,penny-2807,0.01
2025-01-01,revenue,Product Sales,penny-2808,0.01
2025-01-01,revenue,Product Sales,penny-2809,0.01
2025-01-01,revenue,Product Sales,penny-2810,0.01
2025-01-01,revenue,Product Sales,penny-2811,0.01
2025-01-01,revenue,Product Sales,penny-2812,0.01
2025-01-01,revenue,Product Sales,penny-2813,0.01
2025-01-01,revenue,Product Sales,penny-2814,0.01
2025-01-01,revenue,Product Sales,penny-2815,0.01
2025-01-01,revenue,Product Sales,penny-2816,0.01
2025-01-01,revenue,Product Sales,penny-2817,0.01
2025-01-01,revenue,Product Sales,penny-2818,0.01
2025-01-01,revenue,Product Sales,penny-2819,0.01
2025-01-01,revenue,Product Sales,penny-2820,0.01
2025-01-01,revenue,Product Sales,penny-2821,0.01
2025-01-01,revenue,Product Sales,penny-2822,0.01
2025-01-01,revenue,Product Sales,penny-2823,0.01
2025-01-01,revenue,Product Sales,penny-2824,0.01
2025-01-01,revenue,Product Sales,penny-2825,0.01
2025-01-01,revenue,Product Sales,penny-2826,0.01
2025-01-01,revenue,Product Sales,penny-2827,0.01
2025-01-01,revenue,Product Sales,penny-2828,0.01
2025-01-01,revenue,Product Sales,penny-2829,0.01
2025-01-01,revenue,Product Sales,penny-2830,0.01
2025-01-01,revenue,Product Sales,penny-2831,0.01
2025-01-01,revenue,Product Sales,penny-2832,0.01
2025-01-01,revenue,Product Sales,penny-2833,0.01
2025-01-01,revenue,Product Sales,penny-2834,0.01
2025-01-01,revenue,Product Sales,penny-2835,0.01
2025-01-01,revenue,Product Sales,penny-2836,0.01
2025-01-01,revenue,Product Sales,penny-2837,0.01
2025-01-01,revenue,Product Sales,penny-2838,0.01
2025-01-01,revenue,Product Sales,penny-2839,0.01
2025-01-01,revenue,Product Sales,penny-2840,0.01
2025-01-01,revenue,Product Sales,penny-2841,0.01
2025-01-01,revenue,Product Sales,penny-2842,0.01
2025-01-01,revenue,Product Sales,penny-2843,0.01
2025-01-01,revenue,Product Sales,penny-2844,0.01
2025-01-01,revenue,Product Sales,penny-2845,0.01
2025-01-01,revenue,Product Sales,penny-2846,0.01
2025-01-01,revenue,Product Sales,penny-2847,0.01
2025-01-01,revenue,Product Sales,penny-2848,0.01
2025-01-01,revenue,Product Sales,penny-2849,0.01
2025-01-01,revenue,Product Sales,penny-2850,0.01
2025-01-01,revenue,Product Sales,penny-2851,0.01
2025-01-01,revenue,Product Sales,penny-2852,0.01
2025-01-01,revenue,Product Sales,penny-2853,0.01
2025-01-01,revenue,Product Sales,penny-2854,0.01
2025-01-01,revenue,Product Sales,penny-2855,0.01
2025-01-01,revenue,Product Sales,penny-2856,0.01
2025-01-01,revenue,Product Sales,penny-2857,0.01
2025-01-01,revenue,Product Sales,penny-2858,0.01
2025-01-01,revenue,Product Sales,penny-2859,0.01
2025-01-01,revenue,Product Sales,penny-2860,0.01
2025-01-01,revenue,Product Sales,penny-2861,0.01
2025-01-01,revenue,Product Sales,penny-2862,0.01
2025-01-01,revenue,Product Sales,penny-2863,0.01
2025-01-01,revenue,Product Sales,penny-2864,0.01
2025-01-01,revenue,Product Sales,penny-2865,0.01
2025-01-01,revenue,Product Sales,penny-2866,0.01
2025-01-01,revenue,Product Sales,penny-2867,0.01
2025-01-01,revenue,Product Sales,penny-2868,0.01
2025-01-01,revenue,Product Sales,penny-2869,0.01
2025-01-01,revenue,Product Sales,penny-2870,0.01
2025-01-01,revenue,Product Sales,penny-2871,0.01
2025-01-01,revenue,Product Sales,penny-2872,0.01
2025-01-01,revenue,Product Sales,penny-2873,0.01
2025-01-01,revenue,Product Sales,penny-2874,0.01
2025-01-01,revenue,Product Sales,penny-2875,0.01
2025-01-01,revenue,Product Sales,penny-2876,0.01
2025-01-01,revenue,Product Sales,penny-2877,0.01
2025-01-01,revenue,Product Sales,penny-2878,0.01
2025-01-01,revenue,Product Sales,penny-2879,0.01
2025-01-01,revenue,Product Sales,penny-2880,0.01
2025-01-01,revenue,Product Sales,penny-2881,0.01
2025-01-01,revenue,Product Sales,penny-2882,0.01
2025-01-01,revenue,Product Sales,penny-2883,0.01
2025-01-01,revenue,Product Sales,penny-2884,0.01
2025-01-01,revenue,Product Sales,penny-2885,0.01
2025-01-01,revenue,Product Sales,penny-2886,0.01
2025-01-01,revenue,Product Sales,penny-2887,0.01
2025-01-01,revenue,Product Sales,penny-2888,0.01
2025-01-01,revenue,Product Sales,penny-2889,0.01
2025-01-01,revenue,Product Sales,penny-2890,0.01
2025-01-01,revenue,Product Sales,penny-2891,0.01
2025-01-01,revenue,Product Sales,penny-2892,0.01
2025-01-01,revenue,Product Sales,penny-2893,0.01
2025-01-01,revenue,Product Sales,penny-2894,0.01
2025-01-01,revenue,Product Sales,penny-2895,0.01
2025-01-01,revenue,Product Sales,penny-2896,0.01
2025-01-01,revenue,Product Sales,penny-2897,0.01
2025-01-01,revenue,Product Sales,penny-2898,0.01
2025-01-01,revenue,Product Sales,penny-2899,0.01
2025-01-01,revenue,Product Sales,penny-2900,0.01
2025-01-01,revenue,Product Sales,penny-2901,0.01
2025-01-01,revenue,Product Sales,penny-2902,0.01
2025-01-01,revenue,Product Sales,penny-2903,0.01
2025-01-01,revenue,Product Sales,penny-2904,0.01
2025-01-01,revenue,Product Sales,penny-2905,0.01
2025-01-01,revenue,Product Sales,penny-2906,0.01
2025-01-01,revenue,Product Sales,penny-2907,0.01
2025-01-01,revenue,Product Sales,penny-2908,0.01
2025-01-01,revenue,Product Sales,penny-2909,0.01
2025-01-01,revenue,Product Sales,penny-2910,0.01
2025-01-01,revenue,Product Sales,penny-2911,0.01
2025-01-01,revenue,Product Sales,penny-2912,0.01
2025-01-01,revenue,Product Sales,penny-2913,0.01
2025-01-01,revenue,Product Sales,penny-2914,0.01
2025-01-01,revenue,Product Sales,penny-2915,0.01
2025-01-01,revenue,Product Sales,penny-2916,0.01
2025-01-01,revenue,Product Sales,penny-2917,0.01
2025-01-01,revenue,Product Sales,penny-2918,0.01
2025-01-01,revenue,Product Sales,penny-2919,0.01
2025-01-01,revenue,Product Sales,penny-2920,0.01
2025-01-01,revenue,Product Sales,penny-2921,0.01
2025-01-01,revenue,Product Sales,penny-2922,0.01
2025-01-01,revenue,Product Sales,penny-2923,0.01
2025-01-01,revenue,Product Sales,penny-2924,0.01
2025-01-01,revenue,Product Sales,penny-2925,0.01
2025-01-01,revenue,Product Sales,penny-2926,0.01
2025-01-01,revenue,Product Sales,penny-2927,0.01
2025-01-01,revenue,Product Sales,penny-2928,0.01
2025-01-01,revenue,Product Sales,penny-2929,0.01
2025-01-01,revenue,Product Sales,penny-2930,0.01
2025-01-01,revenue,Product Sales,penny-2931,0.01
2025-01-01,revenue,Product Sales,penny-2932,0.01
2025-01-01,revenue,Product Sales,penny-2933,0.01
2025-01-01,revenue,Product Sales,penny-2934,0.01
2025-01-01,revenue,Product Sales,penny-2935,0.01
2025-01-01,revenue,Product Sales,penny-2936,0.01
2025-01-01,revenue,Product Sales,penny-2937,0.01
2025-01-01,revenue,Product Sales,penny-2938,0.01
2025-01-01,revenue,Product Sales,penny-2939,0.01
2025-01-01,revenue,Product Sales,penny-2940,0.01
2025-01-01,revenue,Product Sales,penny-2941,0.01
2025-01-01,revenue,Product Sales,penny-2942,0.01
2025-01-01,revenue,Product Sales,penny-2943,0.01
2025-01-01,revenue,Product Sales,penny-2944,0.01
2025-01-01,revenue,Product Sales,penny-2945,0.01
2025-01-01,revenue,Product Sales,penny-2946,0.01
2025-01-01,revenue,Product Sales,penny-2947,0.01
2025-01-01,revenue,Product Sales,penny-2948,0.01
2025-01-01,revenue,Product Sales,penny-2949,0.01
2025-01-01,revenue,Product Sales,penny-2950,0.01
2025-01-01,revenue,Product Sales,penny-2951,0.01
2025-01-01,revenue,Product Sales,penny-2952,0.01
2025-01-01,revenue,Product Sales,penny-2953,0.01
2025-01-01,revenue,Product Sales,penny-2954,0.01
2025-01-01,revenue,Product Sales,penny-2955,0.01
2025-01-01,revenue,Product Sales,penny-2956,0.01
2025-01-01,revenue,Product Sales,penny-2957,0.01
2025-01-01,revenue,Product Sales,penny-2958,0.01
2025-01-01,revenue,Product Sales,penny-2959,0.01
2025-01-01,revenue,Product Sales,penny-2960,0.01
2025-01-01,revenue,Product Sales,penny-2961,0.01
2025-01-01,revenue,Product Sales,penny-2962,0.01
2025-01-01,revenue,Product Sales,penny-2963,0.01
2025-01-01,revenue,Product Sales,penny-2964,0.01
2025-01-01,revenue,Product Sales,penny-2965,0.01
2025-01-01,revenue,Product Sales,penny-2966,0.01
2025-01-01,revenue,Product Sales,penny-2967,0.01
2025-01-01,revenue,Product Sales,penny-2968,0.01
2025-01-01,revenue,Product Sales,penny-2969,0.01
2025-01-01,revenue,Product Sales,penny-2970,0.01
2025-01-01,revenue,Product Sales,penny-2971,0.01
2025-01-01,revenue,Product Sales,penny-2972,0.01
2025-01-01,revenue,Product Sales,penny-2973,0.01
2025-01-01,revenue,Product Sales,penny-2974,0.01
2025-01-01,revenue,Product Sales,penny-2975,0.01
2025-01-01,revenue,Product Sales,penny-2976,0.01
2025-01-01,revenue,Product Sales,penny-2977,0.01
2025-01-01,revenue,Product Sales,penny-2978,0.01
2025-01-01,revenue,Product Sales,penny-2979,0.01
2025-01-01,revenue,Product Sales,penny-2980,0.01
2025-01-01,revenue,Product Sales,penny-2981,0.01
2025-01-01,revenue,Product Sales,penny-2982,0.01
2025-01-01,revenue,Product Sales,penny-2983,0.01
2025-01-01,revenue,Product Sales,penny-2984,0.01
2025-01-01,revenue,Product Sales,penny-2985,0.01
2025-01-01,revenue,Product Sales,penny-2986,0.01
2025-01-01,revenue,Product Sales,penny-2987,0.01
2025-01-01,revenue,Product Sales,penny-2988,0.01
2025-01-01,revenue,Product Sales,penny-2989,0.01
2025-01-01,revenue,Product Sales,penny-2990,0.01
2025-01-01,revenue,Product Sales,penny-2991,0.01
2025-01-01,revenue,Product Sales,penny-2992,0.01
2025-01-01,revenue,Product Sales,penny-2993,0.01
2025-01-01,revenue,Product Sales,penny-2994,0.01
2025-01-01,revenue,Product Sales,penny-2995,0.01
2025-01-01,revenue,Product Sales,penny-2996,0.01
2025-01-01,revenue,Product Sales,penny-2997,0.01
2025-01-01,revenue,Product Sales,penny-2998,0.01
2025-01-01,revenue,Product Sales,penny-2999,0.01
2025-01-01,revenue,Product Sales,penny-3000,0.01
2025-01-01,revenue,Product Sales,penny-3001,0.01
2025-01-01,revenue,Product Sales,penny-3002,0.01
2025-01-01,revenue,Product Sales,penny-3003,0.01
2025-01-01,revenue,Product Sales,penny-3004,0.01
2025-01-01,revenue,Product Sales,penny-3005,0.01
2025-01-01,revenue,Product Sales,penny-3006,0.01
2025-01-01,revenue,Product Sales,penny-3007,0.01
2025-01-01,revenue,Product Sales,penny-3008,0.01
2025-01-01,revenue,Product Sales,penny-3009,0.01
2025-01-01,revenue,Product Sales,penny-3010,0.01
2025-01-01,revenue,Product Sales,penny-3011,0.01
2025-01-01,revenue,Product Sales,penny-3012,0.01
2025-01-01,revenue,Product Sales,penny-3013,0.01
2025-01-01,revenue,Product Sales,penny-3014,0.01
2025-01-01,revenue,Product Sales,penny-3015,0.01
2025-01-01,revenue,Product Sales,penny-3016,0.01
2025-01-01,revenue,Product Sales,penny-3017,0.01
2025-01-01,revenue,Product Sales,penny-3018,0.01
2025-01-01,revenue,Product Sales,penny-3019,0.01
2025-01-01,revenue,Product Sales,penny-3020,0.01
2025-01-01,revenue,Product Sales,penny-3021,0.01
2025-01-01,revenue,Product Sales,penny-3022,0.01
2025-01-01,revenue,Product Sales,penny-3023,0.01
2025-01-01,revenue,Product Sales,penny-3024,0.01
2025-01-01,revenue,Product Sales,penny-3025,0.01
2025-01-01,revenue,Product Sales,penny-3026,0.01
2025-01-01,revenue,Product Sales,penny-3027,0.01
2025-01-01,revenue,Product Sales,penny-3028,0.01
2025-01-01,revenue,Product Sales,penny-3029,0.01
2025-01-01,revenue,Product Sales,penny-3030,0.01
2025-01-01,revenue,Product Sales,penny-3031,0.01
2025-01-01,revenue,Product Sales,penny-3032,0.01
2025-01-01,revenue,Product Sales,penny-3033,0.01
2025-01-01,revenue,Product Sales,penny-3034,0.01
2025-01-01,revenue,Product Sales,penny-3035,0.01
2025-01-01,revenue,Product Sales,penny-3036,0.01
2025-01-01,revenue,Product Sales,penny-3037,0.01
2025-01-01,revenue,Product Sales,penny-3038,0.01
2025-01-01,revenue,Product Sales,penny-3039,0.01
2025-01-01,revenue,Product Sales,penny-3040,0.01
2025-01-01,revenue,Product Sales,penny-3041,0.01
2025-01-01,revenue,Product Sales,penny-3042,0.01
2025-01-01,revenue,Product Sales,penny-3043,0.01
2025-01-01,revenue,Product Sales,penny-3044,0.01
2025-01-01,revenue,Product Sales,penny-3045,0.01
2025-01-01,revenue,Product Sales,penny-3046,0.01
2025-01-01,revenue,Product Sales,penny-3047,0.01
2025-01-01,revenue,Product Sales,penny-3048,0.01
2025-01-01,revenue,Product Sales,penny-3049,0.01
2025-01-01,revenue,Product Sales,penny-3050,0.01
2025-01-01,revenue,Product Sales,penny-3051,0.01
2025-01-01,revenue,Product Sales,penny-3052,0.01
2025-01-01,revenue,Product Sales,penny-3053,0.01
2025-01-01,revenue,Product Sales,penny-3054,0.01
2025-01-01,revenue,Product Sales,penny-3055,0.01
2025-01-01,revenue,Product Sales,penny-3056,0.01
2025-01-01,revenue,Product Sales,penny-3057,0.01
2025-01-01,revenue,Product Sales,penny-3058,0.01
2025-01-01,revenue,Product Sales,penny-3059,0.01
2025-01-01,revenue,Product Sales,penny-3060,0.01
2025-01-01,revenue,Product Sales,penny-3061,0.01
2025-01-01,revenue,Product Sales,penny-3062,0.01
2025-01-01,revenue,Product Sales,penny-3063,0.01
2025-01-01,revenue,Product Sales,penny-3064,0.01
2025-01-01,revenue,Product Sales,penny-3065,0.01
2025-01-01,revenue,Product Sales,penny-3066,0.01
2025-01-01,revenue,Product Sales,penny-3067,0.01
2025-01-01,revenue,Product Sales,penny-3068,0.01
2025-01-01,revenue,Product Sales,penny-3069,0.01
2025-01-01,revenue,Product Sales,penny-3070,0.01
2025-01-01,revenue,Product Sales,penny-3071,0.01
2025-01-01,revenue,Product Sales,penny-3072,0.01
2025-01-01,revenue,Product Sales,penny-3073,0.01
2025-01-01,revenue,Product Sales,penny-3074,0.01
2025-01-01,revenue,Product Sales,penny-3075,0.01
2025-01-01,revenue,Product Sales,penny-3076,0.01
2025-01-01,revenue,Product Sales,penny-3077,0.01
2025-01-01,revenue,Product Sales,penny-3078,0.01
2025-01-01,revenue,Product Sales,penny-3079,0.01
2025-01-01,revenue,Product Sales,penny-3080,0.01
2025-01-01,revenue,Product Sales,penny-3081,0.01
2025-01-01,revenue,Product Sales,penny-3082,0.01
2025-01-01,revenue,Product Sales,penny-3083,0.01
2025-01-01,revenue,Product Sales,penny-3084,0.01
2025-01-01,revenue,Product Sales,penny-3085,0.01
2025-01-01,revenue,Product Sales,penny-3086,0.01
2025-01-01,revenue,Product Sales,penny-3087,0.01
2025-01-01,revenue,Product Sales,penny-3088,0.01
2025-01-01,revenue,Product Sales,penny-3089,0.01
