date,type,category,description,amount
2025-02-24,revenue,Service Revenue,Rev txn,188.06
2025-06-04,revenue,Online / Digital Sales,Rev txn,2144.1
2025-03-29,expense,Other Expense,Exp txn,90.23
2025-08-09,expense,Salaries & Wages,Exp txn,1856.07
2025-11-29,revenue,Consulting / Retainers,Rev txn,152.99
2025-02-07,revenue,Consulting / Retainers,Rev txn,350.4
2025-05-06,expense,Marketing & Advertising,Exp txn,1840.07
2025-10-31,revenue,Online / Digital Sales,Rev txn,2949.1
2025-10-02,expense,Cost of Goods Sold (COGS),Exp txn,1106.17
2025-07-08,revenue,Service Revenue,Rev txn,3958.46
2025-12-21,revenue,Online / Digital Sales,Rev txn,647.98
2025-07-13,expense,Other Expense,Exp txn,1510.26
2025-12-20,revenue,Other Revenue,Rev txn,558.31
2025-04-21,revenue,Service Revenue,Rev txn,4610.92
2025-07-11,revenue,Product Sales,Rev txn,3020.51
2025-05-15,revenue,Online / Digital Sales,Rev txn,4359.04
2025-07-14,expense,Other Expense,Exp txn,372.68
2025-03-19,revenue,Service Revenue,Rev txn,2201.62
2025-08-14,expense,Marketing & Advertising,Exp txn,1966.24
2025-03-04,revenue,Consulting / Retainers,Rev txn,3367.76
2025-10-18,revenue,Online / Digital Sales,Rev txn,2252.36
2025-09-16,revenue,Product Sales,Rev txn,3225.88
2025-10-18,revenue,Online / Digital Sales,Rev txn,3444.53
2025-11-22,expense,Cost of Goods Sold (COGS),Exp txn,387.65
2025-09-17,expense,Cost of Goods Sold (COGS),Exp txn,1966.25
2025-01-13,revenue,Other Revenue,Rev txn,1323.03
2025-05-08,expense,Other Expense,Exp txn,1599.45
2025-04-15,revenue,Other Revenue,Rev txn,2795.87
2025-05-22,revenue,Online / Digital Sales,Rev txn,4837.69
2025-04-14,expense,Other Expense,Exp txn,532.76
2025-05-11,revenue,Consulting / Retainers,Rev txn,2786.0
2025-03-22,expense,Marketing & Advertising,Exp txn,1083.86
2025-01-02,revenue,Product Sales,Rev txn,704.86
2025-10-01,expense,Other Expense,Exp txn,793.38
2025-10-09,revenue,Online / Digital Sales,Rev txn,781.33
2025-01-19,expense,Cost of Goods Sold (COGS),Exp txn,1193.4
2025-05-30,expense,Software & Subscriptions,Exp txn,694.04
2025-06-05,expense,Cost of Goods Sold (COGS),Exp txn,1200.9
2025-10-30,revenue,Subscription Income,Rev txn,991.55
2025-12-28,expense,Rent / Office Space,Exp txn,1800.98
2025-02-11,revenue,Product Sales,Rev txn,2518.91
2025-09-21,expense,Rent / Office Space,Exp txn,1743.36
2025-03-23,revenue,Service Revenue,Rev txn,595.17
2025-02-12,expense,Rent / Office Space,Exp txn,1381.33
2025-01-18,expense,Marketing & Advertising,Exp txn,503.42
2025-03-13,expense,Marketing & Advertising,Exp txn,87.78
2025-01-26,revenue,Subscription Income,Rev txn,398.42
2025-11-28,revenue,Online / Digital Sales,Rev txn,4688.96
2025-05-10,revenue,Subscription Income,Rev txn,4205.46
2025-04-19,revenue,Service Revenue,Rev txn,4267.39
2025-01-25,expense,Cost of Goods Sold (COGS),Exp txn,150.73
2025-05-15,revenue,Subscription Income,Rev txn,2361.04
2025-11-10,revenue,Subscription Income,Rev txn,1841.41
2025-05-16,revenue,Other Revenue,Rev txn,2748.34
2025-05-10,revenue,Service Revenue,Rev txn,1482.86
2025-05-01,expense,Salaries & Wages,Exp txn,1319.45
2025-02-16,revenue,Service Revenue,Rev txn,3286.43
2025-05-04,revenue,Product Sales,Rev txn,1461.09
2025-12-27,expense,Cost of Goods Sold (COGS),Exp txn,318.55
2025-09-25,revenue,Online / Digital Sales,Rev txn,3578.85
2025-06-05,revenue,Service Revenue,Rev txn,3519.37
2025-04-06,revenue,Consulting / Retainers,Rev txn,4690.23
2025-07-08,expense,Other Expense,Exp txn,496.73
2025-10-19,revenue,Other Revenue,Rev txn,3072.33
2025-07-20,revenue,Service Revenue,Rev txn,2353.71
2025-11-11,revenue,Subscription Income,Rev txn,4511.98
2025-06-11,expense,Other Expense,Exp txn,1144.95
2025-10-14,expense,Cost of Goods Sold (COGS),Exp txn,1258.53
2025-10-28,revenue,Product Sales,Rev txn,817.38
2025-11-12,revenue,Consulting / Retainers,Rev txn,204.41
2025-09-28,expense,Rent / Office Space,Exp txn,680.18
2025-11-16,revenue,Consulting / Retainers,Rev txn,1142.28
2025-06-04,expense,Other Expense,Exp txn,930.72
2025-07-12,revenue,Subscription Income,Rev txn,373.62
2025-06-15,revenue,Subscription Income,Rev txn,2583.35
2025-05-19,revenue,Service Revenue,Rev txn,804.49
2025-05-29,revenue,Subscription Income,Rev txn,4168.82
2025-11-04,revenue,Service Revenue,Rev txn,1343.2
2025-05-23,expense,Salaries & Wages,Exp txn,494.27
2025-05-31,revenue,Product Sales,Rev txn,2093.09
2025-08-22,revenue,Consulting / Retainers,Rev txn,2201.9
2025-05-24,revenue,Other Revenue,Rev txn,1878.01
2025-08-12,expense,Cost of Goods Sold (COGS),Exp txn,1402.83
2025-11-08,revenue,Service Revenue,Rev txn,858.18
2025-03-29,revenue,Service Revenue,Rev txn,4979.39
2025-08-20,revenue,Consulting / Retainers,Rev txn,3874.19
2025-10-10,revenue,Subscription Income,Rev txn,439.09
2025-07-16,expense,Other Expense,Exp txn,769.19
2025-07-27,expense,Other Expense,Exp txn,982.57
2025-10-26,revenue,Online / Digital Sales,Rev txn,278.67
2025-07-22,revenue,Other Revenue,Rev txn,3603.16
2025-06-12,expense,Software & Subscriptions,Exp txn,261.57
2025-06-24,revenue,Online / Digital Sales,Rev txn,2864.65
2025-04-01,revenue,Service Revenue,Rev txn,4033.3
2025-01-28,revenue,Online / Digital Sales,Rev txn,2635.56
2025-12-02,revenue,Product Sales,Rev txn,2073.52
2025-03-26,expense,Software & Subscriptions,Exp txn,820.2
2025-08-14,revenue,Product Sales,Rev txn,3806.35
2025-02-16,revenue,Consulting / Retainers,Rev txn,3210.03
2025-10-28,revenue,Consulting / Retainers,Rev txn,3086.54
2025-09-07,expense,Salaries & Wages,Exp txn,1599.65
2025-04-05,revenue,Service Revenue,Rev txn,3763.42
2025-06-27,expense,Other Expense,Exp txn,1659.71
2025-05-01,revenue,Product Sales,Rev txn,4213.76
2025-10-19,expense,Rent / Office Space,Exp txn,1480.25
2025-07-15,revenue,Other Revenue,Rev txn,4673.01
2025-04-18,revenue,Subscription Income,Rev txn,2627.21
2025-03-25,revenue,Other Revenue,Rev txn,782.33
2025-06-25,expense,Salaries & Wages,Exp txn,1797.99
2025-01-09,expense,Other Expense,Exp txn,872.13
2025-12-05,revenue,Other Revenue,Rev txn,3517.02
2025-03-29,revenue,Service Revenue,Rev txn,807.98
2025-04-20,expense,Marketing & Advertising,Exp txn,1043.74
2025-07-13,revenue,Consulting / Retainers,Rev txn,433.74
2025-07-24,expense,Software & Subscriptions,Exp txn,452.76
2025-09-16,revenue,Consulting / Retainers,Rev txn,2863.97
2025-04-08,revenue,Subscription Income,Rev txn,4092.61
2025-10-14,expense,Rent / Office Space,Exp txn,131.56
2025-02-06,revenue,Service Revenue,Rev txn,4115.39
2025-11-23,revenue,Product Sales,Rev txn,4773.07
2025-07-18,expense,Rent / Office Space,Exp txn,548.69
2025-09-10,revenue,Other Revenue,Rev txn,2510.42
2025-12-16,revenue,Consulting / Retainers,Rev txn,599.28
2025-08-25,revenue,Subscription Income,Rev txn,1533.56
2025-11-28,expense,Marketing & Advertising,Exp txn,1389.01
2025-03-16,revenue,Consulting / Retainers,Rev txn,1542.72
2025-04-25,revenue,Online / Digital Sales,Rev txn,3195.28
2025-06-18,expense,Marketing & Advertising,Exp txn,426.86
2025-10-22,revenue,Product Sales,Rev txn,1526.1
2025-02-11,expense,Rent / Office Space,Exp txn,1495.29
2025-11-17,revenue,Product Sales,Rev txn,4737.73
2025-05-01,revenue,Online / Digital Sales,Rev txn,4558.4
2025-06-10,expense,Software & Subscriptions,Exp txn,1096.1
2025-12-26,revenue,Service Revenue,Rev txn,1282.4
2025-01-02,revenue,Online / Digital Sales,Rev txn,980.96
2025-10-31,revenue,Online / Digital Sales,Rev txn,3572.66
2025-01-18,expense,Software & Subscriptions,Exp txn,486.8
2025-05-23,revenue,Online / Digital Sales,Rev txn,1135.43
2025-12-03,revenue,Service Revenue,Rev txn,209.92
2025-02-17,revenue,Subscription Income,Rev txn,1551.88
2025-04-11,revenue,Online / Digital Sales,Rev txn,1550.07
2025-06-21,revenue,Online / Digital Sales,Rev txn,4216.48
2025-12-02,expense,Other Expense,Exp txn,862.53
2025-12-24,expense,Salaries & Wages,Exp txn,1656.56
2025-08-16,expense,Software & Subscriptions,Exp txn,280.55
2025-09-29,expense,Software & Subscriptions,Exp txn,642.8
2025-11-09,expense,Marketing & Advertising,Exp txn,1984.88
2025-03-06,expense,Rent / Office Space,Exp txn,592.74
2025-10-18,revenue,Online / Digital Sales,Rev txn,4159.56
2025-09-04,expense,Rent / Office Space,Exp txn,677.13
2025-08-28,revenue,Subscription Income,Rev txn,4198.17
2025-11-21,revenue,Service Revenue,Rev txn,3690.34
2025-02-26,expense,Rent / Office Space,Exp txn,924.33
2025-04-14,revenue,Product Sales,Rev txn,2209.67
2025-10-30,revenue,Product Sales,Rev txn,1136.11
2025-09-19,revenue,Consulting / Retainers,Rev txn,2868.55
2025-08-01,expense,Salaries & Wages,Exp txn,1073.01
2025-11-12,expense,Salaries & Wages,Exp txn,1394.57
2025-06-22,revenue,Other Revenue,Rev txn,1405.19
2025-11-16,revenue,Online / Digital Sales,Rev txn,4660.83
2025-08-22,expense,Software & Subscriptions,Exp txn,1110.16
2025-12-28,expense,Other Expense,Exp txn,505.76
2025-05-25,revenue,Consulting / Retainers,Rev txn,3993.16
2025-08-30,expense,Cost of Goods Sold (COGS),Exp txn,1823.63
2025-06-19,expense,Software & Subscriptions,Exp txn,792.58
2025-09-13,revenue,Service Revenue,Rev txn,4137.24
2025-10-20,revenue,Other Revenue,Rev txn,2308.11
2025-05-23,revenue,Consulting / Retainers,Rev txn,1801.0
2025-08-27,expense,Salaries & Wages,Exp txn,626.04
2025-12-13,expense,Rent / Office Space,Exp txn,1629.13
2025-05-17,expense,Salaries & Wages,Exp txn,1016.12
2025-02-15,revenue,Consulting / Retainers,Rev txn,3777.29
2025-10-31,revenue,Product Sales,Rev txn,4114.56
2025-01-24,revenue,Other Revenue,Rev txn,648.29
2025-07-16,expense,Salaries & Wages,Exp txn,1071.1
2025-02-03,revenue,Subscription Income,Rev txn,4715.21
2025-03-30,revenue,Service Revenue,Rev txn,108.72
2025-11-20,revenue,Other Revenue,Rev txn,2010.63
2025-09-05,revenue,Product Sales,Rev txn,1152.4
2025-02-08,expense,Cost of Goods Sold (COGS),Exp txn,1097.46
2025-04-25,revenue,Service Revenue,Rev txn,4272.52
2025-09-03,revenue,Consulting / Retainers,Rev txn,3737.83
2025-07-31,expense,Marketing & Advertising,Exp txn,880.29
2025-02-07,revenue,Consulting / Retainers,Rev txn,2479.68
2025-02-02,revenue,Other Revenue,Rev txn,4305.55
2025-01-02,expense,Salaries & Wages,Exp txn,1649.88
2025-04-27,revenue,Subscription Income,Rev txn,853.29
2025-11-25,expense,Software & Subscriptions,Exp txn,1705.83
2025-10-02,expense,Cost of Goods Sold (COGS),Exp txn,1767.77
2025-12-22,expense,Salaries & Wages,Exp txn,885.66
2025-11-01,expense,Software & Subscriptions,Exp txn,1462.48
2025-01-10,revenue,Product Sales,Rev txn,510.98
2025-11-15,revenue,Product Sales,Rev txn,3774.33
2025-12-21,revenue,Service Revenue,Rev txn,3086.47
2025-07-20,expense,Software & Subscriptions,Exp txn,1745.76
2025-05-25,revenue,Consulting / Retainers,Rev txn,2918.36
2025-10-07,expense,Other Expense,Exp txn,367.97
2025-05-18,revenue,Service Revenue,Rev txn,4065.3
2025-06-27,revenue,Service Revenue,Rev txn,1406.48
2025-07-11,revenue,Product Sales,Rev txn,3582.14
2025-01-21,expense,Salaries & Wages,Exp txn,69.68
2025-03-18,expense,Salaries & Wages,Exp txn,1091.97
2025-09-08,expense,Marketing & Advertising,Exp txn,1199.61
2025-12-23,expense,Software & Subscriptions,Exp txn,1118.81
2025-11-29,expense,Software & Subscriptions,Exp txn,1461.68
2025-07-11,revenue,Online / Digital Sales,Rev txn,3562.46
2025-11-03,expense,Cost of Goods Sold (COGS),Exp txn,360.67
2025-11-23,expense,Other Expense,Exp txn,1830.57
2025-09-17,revenue,Consulting / Retainers,Rev txn,859.39
2025-08-26,revenue,Product Sales,Rev txn,1752.04
2025-06-08,revenue,Service Revenue,Rev txn,4415.56
2025-03-26,revenue,Service Revenue,Rev txn,2523.01
2025-01-11,revenue,Subscription Income,Rev txn,2234.81
2025-05-12,revenue,Product Sales,Rev txn,879.62
2025-06-09,revenue,Subscription Income,Rev txn,463.8
2025-06-08,expense,Other Expense,Exp txn,1821.4
2025-09-24,revenue,Consulting / Retainers,Rev txn,1111.57
2025-10-05,revenue,Subscription Income,Rev txn,4507.85
2025-01-17,expense,Salaries & Wages,Exp txn,572.14
2025-05-21,expense,Cost of Goods Sold (COGS),Exp txn,771.03
2025-10-31,revenue,Consulting / Retainers,Rev txn,4348.31
2025-10-18,expense,Software & Subscriptions,Exp txn,252.03
2025-02-23,expense,Software & Subscriptions,Exp txn,1021.09
2025-07-22,revenue,Subscription Income,Rev txn,1856.87
2025-04-22,revenue,Consulting / Retainers,Rev txn,1495.32
2025-01-03,expense,Cost of Goods Sold (COGS),Exp txn,1398.04
2025-08-06,revenue,Product Sales,Rev txn,3237.73
2025-01-24,expense,Other Expense,Exp txn,341.27
2025-02-01,expense,Rent / Office Space,Exp txn,1937.63
2025-05-12,revenue,Subscription Income,Rev txn,2836.11
2025-06-14,expense,Other Expense,Exp txn,245.35
2025-03-27,expense,Rent / Office Space,Exp txn,1210.21
2025-05-24,revenue,Other Revenue,Rev txn,2626.86
2025-12-26,expense,Cost of Goods Sold (COGS),Exp txn,785.03
2025-12-31,expense,Other Expense,Exp txn,1862.56
2025-11-11,revenue,Consulting / Retainers,Rev txn,1404.3
2025-07-21,revenue,Consulting / Retainers,Rev txn,1953.9
2025-11-09,expense,Other Expense,Exp txn,1129.95
2025-07-09,revenue,Online / Digital Sales,Rev txn,2479.49
2025-09-17,revenue,Other Revenue,Rev txn,4410.19
2025-01-17,expense,Rent / Office Space,Exp txn,908.18
2025-07-02,revenue,Product Sales,Rev txn,2892.23
2025-05-03,revenue,Online / Digital Sales,Rev txn,4360.8
2025-01-15,revenue,Online / Digital Sales,Rev txn,1611.74
2025-09-17,revenue,Online / Digital Sales,Rev txn,350.13
2025-02-16,expense,Cost of Goods Sold (COGS),Exp txn,1878.38
2025-11-27,revenue,Online / Digital Sales,Rev txn,3354.55
2025-11-10,revenue,Other Revenue,Rev txn,1768.48
2025-11-11,revenue,Product Sales,Rev txn,992.65
2025-01-04,expense,Salaries & Wages,Exp txn,1105.57
2025-10-31,revenue,Consulting / Retainers,Rev txn,3949.07
2025-12-13,revenue,Other Revenue,Rev txn,1590.38
2025-12-25,revenue,Other Revenue,Rev txn,4987.41
2025-02-13,revenue,Consulting / Retainers,Rev txn,511.55
2025-07-10,revenue,Product Sales,Rev txn,2242.91
2025-11-16,revenue,Service Revenue,Rev txn,3157.33
2025-01-12,expense,Software & Subscriptions,Exp txn,47.53
2025-09-04,revenue,Other Revenue,Rev txn,3508.84
2025-07-21,revenue,Online / Digital Sales,Rev txn,721.99
2025-05-06,expense,Cost of Goods Sold (COGS),Exp txn,1803.26
2025-08-27,revenue,Online / Digital Sales,Rev txn,2545.35
2025-12-15,expense,Software & Subscriptions,Exp txn,885.34
2025-04-04,revenue,Product Sales,Rev txn,3399.75
2025-07-09,revenue,Product Sales,Rev txn,1582.82
2025-01-26,revenue,Product Sales,Rev txn,2446.65
2025-06-22,revenue,Service Revenue,Rev txn,2327.35
2025-10-15,expense,Salaries & Wages,Exp txn,1704.74
2025-08-05,expense,Other Expense,Exp txn,869.07
2025-11-27,revenue,Other Revenue,Rev txn,3232.72
2025-11-21,revenue,Other Revenue,Rev txn,1902.44
2025-03-19,expense,Marketing & Advertising,Exp txn,456.65
2025-08-17,expense,Salaries & Wages,Exp txn,1941.32
2025-07-20,revenue,Product Sales,Rev txn,769.37
2025-09-23,revenue,Subscription Income,Rev txn,564.44
2025-09-09,revenue,Subscription Income,Rev txn,1548.44
2025-01-16,revenue,Consulting / Retainers,Rev txn,394.57
2025-06-21,revenue,Product Sales,Rev txn,4389.46
2025-06-28,revenue,Product Sales,Rev txn,3662.16
2025-01-18,expense,Other Expense,Exp txn,985.93
2025-06-05,revenue,Service Revenue,Rev txn,3147.67
2025-11-22,revenue,Service Revenue,Rev txn,3056.5
2025-05-14,revenue,Service Revenue,Rev txn,3671.15
2025-07-06,revenue,Online / Digital Sales,Rev txn,889.32
2025-08-10,revenue,Product Sales,Rev txn,3921.5
2025-10-05,revenue,Subscription Income,Rev txn,4738.23
2025-10-30,expense,Marketing & Advertising,Exp txn,1262.31
2025-08-16,expense,Other Expense,Exp txn,1188.36
2025-05-26,revenue,Product Sales,Rev txn,894.64
2025-06-24,revenue,Subscription Income,Rev txn,53.56
2025-07-22,revenue,Service Revenue,Rev txn,4269.33
2025-08-13,revenue,Product Sales,Rev txn,117.62
2025-11-20,revenue,Other Revenue,Rev txn,1684.76
2025-11-27,revenue,Online / Digital Sales,Rev txn,446.08
2025-06-10,expense,Salaries & Wages,Exp txn,1801.14
2025-05-13,revenue,Consulting / Retainers,Rev txn,116.81
2025-02-06,revenue,Consulting / Retainers,Rev txn,2635.23
2025-10-22,revenue,Product Sales,Rev txn,3656.34
2025-04-28,revenue,Other Revenue,Rev txn,2095.16
2025-12-24,revenue,Subscription Income,Rev txn,1674.17
2025-06-17,revenue,Consulting / Retainers,Rev txn,3163.44
2025-02-21,expense,Software & Subscriptions,Exp txn,757.6
2025-06-11,revenue,Other Revenue,Rev txn,1149.61
2025-04-26,expense,Cost of Goods Sold (COGS),Exp txn,90.85
2025-05-24,expense,Software & Subscriptions,Exp txn,26.76
2025-01-01,expense,Rent / Office Space,Exp txn,566.53
2025-05-28,revenue,Service Revenue,Rev txn,1434.91
2025-04-17,expense,Software & Subscriptions,Exp txn,616.42
2025-04-23,revenue,Service Revenue,Rev txn,849.29
2025-03-23,revenue,Subscription Income,Rev txn,2670.61
2025-05-12,expense,Rent / Office Space,Exp txn,599.05
2025-04-23,expense,Rent / Office Space,Exp txn,320.86
2025-07-27,revenue,Subscription Income,Rev txn,1893.56
2025-11-28,expense,Cost of Goods Sold (COGS),Exp txn,1666.44
2025-05-23,revenue,Consulting / Retainers,Rev txn,1556.57
2025-03-10,expense,Software & Subscriptions,Exp txn,550.52
2025-06-19,revenue,Service Revenue,Rev txn,3300.34
2025-12-15,expense,Salaries & Wages,Exp txn,587.86
2025-05-11,expense,Marketing & Advertising,Exp txn,1573.61
2025-12-05,revenue,Service Revenue,Rev txn,4707.34
2025-12-13,revenue,Online / Digital Sales,Rev txn,2381.4
2025-12-20,expense,Cost of Goods Sold (COGS),Exp txn,1137.08
2025-06-01,revenue,Product Sales,Rev txn,530.74
2025-08-15,expense,Software & Subscriptions,Exp txn,648.03
2025-06-03,revenue,Other Revenue,Rev txn,4608.48
2025-08-08,revenue,Subscription Income,Rev txn,1594.43
2025-05-07,expense,Marketing & Advertising,Exp txn,44.18
2025-01-04,revenue,Other Revenue,Rev txn,4445.49
2025-12-06,revenue,Online / Digital Sales,Rev txn,4951.58
2025-11-13,expense,Marketing & Advertising,Exp txn,1804.45
2025-12-16,revenue,Service Revenue,Rev txn,3430.24
2025-05-14,revenue,Service Revenue,Rev txn,4300.63
2025-08-19,revenue,Subscription Income,Rev txn,885.34
2025-11-04,expense,Marketing & Advertising,Exp txn,1916.23
2025-02-13,expense,Rent / Office Space,Exp txn,592.51
2025-12-13,revenue,Online / Digital Sales,Rev txn,2142.48
2025-02-22,expense,Salaries & Wages,Exp txn,1712.08
2025-12-15,expense,Cost of Goods Sold (COGS),Exp txn,611.58
2025-06-26,expense,Other Expense,Exp txn,1387.16
2025-06-21,revenue,Product Sales,Rev txn,4414.24
2025-03-03,revenue,Product Sales,Rev txn,1860.63
2025-10-20,revenue,Service Revenue,Rev txn,1662.14
2025-05-04,revenue,Subscription Income,Rev txn,3389.53
2025-10-09,expense,Salaries & Wages,Exp txn,1597.8
2025-04-06,expense,Cost of Goods Sold (COGS),Exp txn,137.54
2025-01-15,expense,Marketing & Advertising,Exp txn,1937.67
2025-12-21,expense,Marketing & Advertising,Exp txn,510.14
2025-02-18,expense,Rent / Office Space,Exp txn,1261.09
2025-08-06,revenue,Other Revenue,Rev txn,1092.14
2025-06-29,revenue,Online / Digital Sales,Rev txn,2471.7
2025-10-25,revenue,Other Revenue,Rev txn,3899.77
2025-01-06,revenue,Product Sales,Rev txn,2087.04
2025-08-07,expense,Software & Subscriptions,Exp txn,1473.36
2025-12-18,expense,Rent / Office Space,Exp txn,90.75
2025-12-31,revenue,Consulting / Retainers,Rev txn,3133.58
2025-12-08,expense,Rent / Office Space,Exp txn,1577.17
2025-04-28,revenue,Other Revenue,Rev txn,4624.45
2025-04-27,revenue,Other Revenue,Rev txn,4853.41
2025-02-09,expense,Marketing & Advertising,Exp txn,323.81
2025-02-01,expense,Other Expense,Exp txn,564.25
2025-12-17,expense,Salaries & Wages,Exp txn,1202.99
2025-09-08,revenue,Subscription Income,Rev txn,4006.39
2025-06-17,expense,Software & Subscriptions,Exp txn,109.38
2025-01-02,expense,Cost of Goods Sold (COGS),Exp txn,327.69
2025-06-03,revenue,Service Revenue,Rev txn,1444.05
2025-03-19,revenue,Subscription Income,Rev txn,4189.06
2025-03-27,expense,Rent / Office Space,Exp txn,1229.67
2025-08-21,revenue,Service Revenue,Rev txn,3553.39
2025-08-13,revenue,Online / Digital Sales,Rev txn,4023.94
2025-07-28,expense,Rent / Office Space,Exp txn,419.23
2025-04-29,expense,Rent / Office Space,Exp txn,1088.24
2025-12-18,revenue,Online / Digital Sales,Rev txn,290.82
2025-02-15,revenue,Consulting / Retainers,Rev txn,4112.73
2025-02-26,expense,Other Expense,Exp txn,346.63
2025-12-07,expense,Other Expense,Exp txn,1987.83
2025-12-11,expense,Salaries & Wages,Exp txn,718.24
2025-04-14,expense,Salaries & Wages,Exp txn,1106.94
2025-08-18,expense,Salaries & Wages,Exp txn,701.16
2025-05-13,revenue,Service Revenue,Rev txn,1925.75
2025-08-01,revenue,Service Revenue,Rev txn,3996.41
2025-01-21,revenue,Other Revenue,Rev txn,2710.8
2025-05-12,expense,Cost of Goods Sold (COGS),Exp txn,1712.81
2025-05-24,expense,Rent / Office Space,Exp txn,635.4
2025-05-05,revenue,Other Revenue,Rev txn,2265.12
2025-10-26,revenue,Subscription Income,Rev txn,4984.4
2025-08-11,revenue,Other Revenue,Rev txn,1045.88
2025-05-28,revenue,Consulting / Retainers,Rev txn,2766.3
2025-02-27,revenue,Subscription Income,Rev txn,2881.37
2025-01-18,expense,Rent / Office Space,Exp txn,114.75
2025-05-22,revenue,Subscription Income,Rev txn,2840.35
2025-09-18,revenue,Product Sales,Rev txn,2889.82
2025-06-15,expense,Other Expense,Exp txn,1146.08
2025-11-10,expense,Cost of Goods Sold (COGS),Exp txn,810.2
2025-02-21,revenue,Other Revenue,Rev txn,4164.54
2025-11-10,revenue,Other Revenue,Rev txn,134.92
2025-08-14,expense,Cost of Goods Sold (COGS),Exp txn,37.84
2025-01-16,expense,Marketing & Advertising,Exp txn,1120.97
2025-05-22,revenue,Subscription Income,Rev txn,1627.33
2025-04-06,revenue,Online / Digital Sales,Rev txn,3379.9
2025-09-24,revenue,Service Revenue,Rev txn,3889.96
2025-10-27,revenue,Other Revenue,Rev txn,3378.25
2025-11-14,revenue,Consulting / Retainers,Rev txn,4122.79
2025-11-05,revenue,Online / Digital Sales,Rev txn,1967.29
2025-07-06,revenue,Product Sales,Rev txn,1083.25
2025-04-26,expense,Rent / Office Space,Exp txn,1181.25
2025-07-13,revenue,Service Revenue,Rev txn,4746.12
2025-03-05,expense,Marketing & Advertising,Exp txn,1729.81
2025-05-16,revenue,Subscription Income,Rev txn,2573.26
2025-05-10,revenue,Subscription Income,Rev txn,470.78
2025-09-03,expense,Rent / Office Space,Exp txn,1385.0
2025-04-24,expense,Rent / Office Space,Exp txn,684.53
2025-04-02,revenue,Product Sales,Rev txn,462.09
2025-05-23,revenue,Online / Digital Sales,Rev txn,1968.79
2025-11-06,expense,Software & Subscriptions,Exp txn,1307.28
2025-05-29,expense,Salaries & Wages,Exp txn,441.4
2025-12-06,expense,Salaries & Wages,Exp txn,1330.74
2025-12-14,revenue,Online / Digital Sales,Rev txn,1416.7
2025-04-29,revenue,Other Revenue,Rev txn,2911.04
2025-01-22,expense,Salaries & Wages,Exp txn,474.73
2025-02-02,revenue,Online / Digital Sales,Rev txn,2535.73
2025-01-04,revenue,Service Revenue,Rev txn,1936.72
2025-06-06,revenue,Consulting / Retainers,Rev txn,3912.53
2025-06-28,revenue,Online / Digital Sales,Rev txn,2835.28
2025-07-17,expense,Salaries & Wages,Exp txn,909.26
2025-02-15,expense,Marketing & Advertising,Exp txn,1265.62
2025-08-22,revenue,Product Sales,Rev txn,4431.85
2025-11-11,expense,Rent / Office Space,Exp txn,1507.36
2025-04-18,expense,Rent / Office Space,Exp txn,315.77
2025-11-21,revenue,Online / Digital Sales,Rev txn,1971.96
2025-03-23,revenue,Other Revenue,Rev txn,1812.34
2025-05-10,revenue,Online / Digital Sales,Rev txn,4725.79
2025-08-06,revenue,Consulting / Retainers,Rev txn,1524.91
2025-06-24,revenue,Product Sales,Rev txn,1804.64
2025-11-23,expense,Software & Subscriptions,Exp txn,46.14
2025-10-17,revenue,Online / Digital Sales,Rev txn,3139.63
2025-08-26,expense,Other Expense,Exp txn,1510.26
2025-08-08,revenue,Online / Digital Sales,Rev txn,4711.3
2025-12-27,revenue,Consulting / Retainers,Rev txn,2449.56
2025-08-30,revenue,Other Revenue,Rev txn,3600.65
2025-09-09,expense,Cost of Goods Sold (COGS),Exp txn,1043.1
2025-07-06,expense,Salaries & Wages,Exp txn,690.02
2025-02-12,revenue,Online / Digital Sales,Rev txn,2237.21
2025-10-24,expense,Marketing & Advertising,Exp txn,1491.91
2025-02-23,revenue,Other Revenue,Rev txn,685.31
2025-08-22,revenue,Online / Digital Sales,Rev txn,3245.5
2025-05-06,expense,Rent / Office Space,Exp txn,828.27
2025-09-18,revenue,Subscription Income,Rev txn,2606.04
2025-01-23,revenue,Online / Digital Sales,Rev txn,2228.4
2025-03-03,revenue,Consulting / Retainers,Rev txn,1635.08
2025-06-23,revenue,Service Revenue,Rev txn,2760.68
2025-09-09,revenue,Service Revenue,Rev txn,2052.0
2025-09-13,revenue,Service Revenue,Rev txn,2271.66
2025-09-07,expense,Rent / Office Space,Exp txn,1556.37
2025-06-07,revenue,Consulting / Retainers,Rev txn,4386.08
2025-01-28,revenue,Service Revenue,Rev txn,3585.09
2025-01-08,revenue,Service Revenue,Rev txn,3190.66
2025-11-13,revenue,Subscription Income,Rev txn,2972.06
2025-01-25,expense,Salaries & Wages,Exp txn,1814.63
2025-11-10,revenue,Product Sales,Rev txn,2004.17
2025-02-12,expense,Rent / Office Space,Exp txn,1772.59
2025-02-02,revenue,Service Revenue,Rev txn,2242.87
2025-02-04,expense,Software & Subscriptions,Exp txn,1212.99
2025-04-04,revenue,Other Revenue,Rev txn,636.02
2025-06-19,revenue,Online / Digital Sales,Rev txn,625.53
2025-08-07,revenue,Subscription Income,Rev txn,2034.04
2025-04-11,revenue,Consulting / Retainers,Rev txn,4179.5
2025-10-11,expense,Rent / Office Space,Exp txn,616.36
2025-10-25,expense,Other Expense,Exp txn,718.22
2025-05-16,revenue,Product Sales,Rev txn,520.24
