date,type,category,description,amount
2025-07-12,revenue,Online / Digital Sales,Rev txn,3693.01
2025-04-14,expense,Marketing & Advertising,Exp txn,1996.32
2025-10-26,expense,Software & Subscriptions,Exp txn,732.99
2025-04-30,revenue,Consulting / Retainers,Rev txn,2821.42
2025-11-25,expense,Other Expense,Exp txn,155.22
2025-02-11,expense,Marketing & Advertising,Exp txn,857.97
2025-11-23,revenue,Consulting / Retainers,Rev txn,3666.0
2025-03-23,expense,Rent / Office Space,Exp txn,1994.37
2025-07-30,revenue,Consulting / Retainers,Rev txn,4161.33
2025-07-08,expense,Marketing & Advertising,Exp txn,1456.89
2025-03-22,revenue,Product Sales,Rev txn,4570.02
2025-06-19,expense,Software & Subscriptions,Exp txn,406.13
2025-08-17,expense,Cost of Goods Sold (COGS),Exp txn,1362.03
2025-07-11,expense,Software & Subscriptions,Exp txn,1302.63
2025-12-18,expense,Marketing & Advertising,Exp txn,1000.07
2025-12-16,expense,Marketing & Advertising,Exp txn,422.48
2025-12-02,revenue,Product Sales,Rev txn,2103.6
2025-02-16,revenue,Online / Digital Sales,Rev txn,2738.93
2025-03-13,expense,Rent / Office Space,Exp txn,228.69
2025-08-08,revenue,Consulting / Retainers,Rev txn,3456.4
2025-01-12,revenue,Other Revenue,Rev txn,389.18
2025-08-26,expense,Other Expense,Exp txn,578.3
2025-02-07,revenue,Subscription Income,Rev txn,855.14
2025-08-03,revenue,Subscription Income,Rev txn,1701.1
2025-09-27,revenue,Subscription Income,Rev txn,2789.69
2025-04-20,revenue,Consulting / Retainers,Rev txn,3049.17
2025-10-05,expense,Cost of Goods Sold (COGS),Exp txn,1898.16
2025-03-18,revenue,Subscription Income,Rev txn,3524.01
2025-11-17,expense,Software & Subscriptions,Exp txn,1474.32
2025-07-10,revenue,Service Revenue,Rev txn,3449.94
2025-06-05,revenue,Online / Digital Sales,Rev txn,2551.77
2025-01-09,revenue,Consulting / Retainers,Rev txn,1191.16
2025-06-13,expense,Rent / Office Space,Exp txn,1389.69
2025-10-04,revenue,Consulting / Retainers,Rev txn,4632.53
2025-11-17,revenue,Service Revenue,Rev txn,326.89
2025-01-11,revenue,Consulting / Retainers,Rev txn,4538.93
2025-01-25,expense,Cost of Goods Sold (COGS),Exp txn,1950.99
2025-11-17,revenue,Other Revenue,Rev txn,743.9
2025-08-14,revenue,Online / Digital Sales,Rev txn,2687.09
2025-07-14,expense,Cost of Goods Sold (COGS),Exp txn,679.38
2025-11-22,revenue,Service Revenue,Rev txn,455.82
2025-10-12,expense,Software & Subscriptions,Exp txn,625.49
2025-09-07,revenue,Subscription Income,Rev txn,958.27
2025-04-26,revenue,Product Sales,Rev txn,4736.9
2025-09-26,revenue,Product Sales,Rev txn,1422.69
2025-10-19,revenue,Subscription Income,Rev txn,1137.1
2025-11-09,revenue,Online / Digital Sales,Rev txn,1982.59
2025-01-08,revenue,Other Revenue,Rev txn,4325.99
2025-02-05,expense,Software & Subscriptions,Exp txn,750.31
2025-03-15,revenue,Subscription Income,Rev txn,1645.13
2025-06-23,revenue,Other Revenue,Rev txn,1670.4
2025-08-02,expense,Software & Subscriptions,Exp txn,1648.45
2025-11-08,revenue,Subscription Income,Rev txn,1328.84
2025-03-16,revenue,Service Revenue,Rev txn,2281.47
2025-07-29,revenue,Online / Digital Sales,Rev txn,2857.54
2025-09-03,expense,Salaries & Wages,Exp txn,612.62
2025-05-17,expense,Rent / Office Space,Exp txn,670.53
2025-08-28,revenue,Product Sales,Rev txn,1777.59
2025-02-10,revenue,Product Sales,Rev txn,1658.82
2025-08-05,expense,Rent / Office Space,Exp txn,1214.14
2025-08-21,revenue,Consulting / Retainers,Rev txn,3189.71
2025-12-14,expense,Software & Subscriptions,Exp txn,181.57
2025-04-22,expense,Marketing & Advertising,Exp txn,771.88
2025-03-28,expense,Other Expense,Exp txn,72.83
2025-11-09,expense,Other Expense,Exp txn,1867.41
2025-07-01,expense,Salaries & Wages,Exp txn,1866.72
2025-04-03,revenue,Consulting / Retainers,Rev txn,1554.18
2025-02-14,expense,Salaries & Wages,Exp txn,63.03
2025-10-11,revenue,Other Revenue,Rev txn,2453.93
2025-07-11,revenue,Service Revenue,Rev txn,1645.41
2025-03-31,revenue,Online / Digital Sales,Rev txn,3854.56
2025-06-19,expense,Marketing & Advertising,Exp txn,738.22
2025-06-05,revenue,Other Revenue,Rev txn,841.91
2025-08-03,revenue,Service Revenue,Rev txn,3255.34
2025-03-04,revenue,Online / Digital Sales,Rev txn,2177.44
2025-01-30,expense,Marketing & Advertising,Exp txn,1564.81
2025-08-10,revenue,Product Sales,Rev txn,4042.23
2025-11-07,revenue,Subscription Income,Rev txn,2693.99
2025-10-02,expense,Marketing & Advertising,Exp txn,520.32
2025-03-16,expense,Cost of Goods Sold (COGS),Exp txn,1536.25
2025-07-12,expense,Software & Subscriptions,Exp txn,1981.33
2025-01-25,expense,Salaries & Wages,Exp txn,1783.75
2025-06-18,expense,Software & Subscriptions,Exp txn,634.37
2025-03-21,revenue,Online / Digital Sales,Rev txn,697.56
2025-10-01,revenue,Service Revenue,Rev txn,4037.36
2025-09-15,revenue,Subscription Income,Rev txn,391.34
2025-04-19,revenue,Service Revenue,Rev txn,2560.26
2025-01-10,revenue,Consulting / Retainers,Rev txn,1318.41
2025-11-20,revenue,Other Revenue,Rev txn,423.16
2025-01-24,revenue,Product Sales,Rev txn,4432.99
2025-01-29,expense,Salaries & Wages,Exp txn,1279.02
2025-04-06,expense,Cost of Goods Sold (COGS),Exp txn,593.95
2025-08-22,revenue,Subscription Income,Rev txn,3579.1
2025-09-29,revenue,Online / Digital Sales,Rev txn,4330.02
2025-08-16,revenue,Product Sales,Rev txn,3317.16
2025-02-28,revenue,Subscription Income,Rev txn,2170.75
2025-09-17,revenue,Online / Digital Sales,Rev txn,2466.74
2025-05-30,revenue,Subscription Income,Rev txn,4823.6
2025-04-01,revenue,Other Revenue,Rev txn,1687.86
2025-04-22,expense,Software & Subscriptions,Exp txn,1693.41
2025-11-09,revenue,Service Revenue,Rev txn,3724.96
2025-03-14,revenue,Product Sales,Rev txn,4986.76
2025-12-11,expense,Software & Subscriptions,Exp txn,554.18
2025-08-18,revenue,Other Revenue,Rev txn,4172.81
2025-08-08,revenue,Product Sales,Rev txn,2268.46
2025-09-14,revenue,Subscription Income,Rev txn,3002.22
2025-07-22,revenue,Subscription Income,Rev txn,3453.73
2025-08-21,revenue,Online / Digital Sales,Rev txn,3942.82
2025-02-13,revenue,Subscription Income,Rev txn,3336.6
2025-07-23,revenue,Other Revenue,Rev txn,4012.93
2025-12-18,revenue,Other Revenue,Rev txn,2048.69
2025-01-16,expense,Other Expense,Exp txn,1035.86
2025-08-15,revenue,Consulting / Retainers,Rev txn,1502.83
2025-02-11,revenue,Consulting / Retainers,Rev txn,2022.41
2025-07-29,revenue,Consulting / Retainers,Rev txn,4860.85
2025-11-29,expense,Rent / Office Space,Exp txn,1444.06
2025-02-08,revenue,Online / Digital Sales,Rev txn,3248.59
2025-05-18,expense,Salaries & Wages,Exp txn,606.58
2025-06-09,expense,Rent / Office Space,Exp txn,1928.19
2025-01-23,expense,Software & Subscriptions,Exp txn,1704.21
2025-10-14,revenue,Other Revenue,Rev txn,650.73
2025-12-22,expense,Other Expense,Exp txn,1224.05
2025-11-02,expense,Marketing & Advertising,Exp txn,1171.21
2025-03-21,revenue,Product Sales,Rev txn,3900.07
2025-03-31,revenue,Product Sales,Rev txn,1221.85
2025-11-13,revenue,Service Revenue,Rev txn,2900.19
2025-06-05,expense,Cost of Goods Sold (COGS),Exp txn,1273.76
2025-06-07,revenue,Subscription Income,Rev txn,2492.9
2025-05-16,revenue,Other Revenue,Rev txn,4117.92
2025-06-08,revenue,Online / Digital Sales,Rev txn,1364.79
2025-12-20,expense,Marketing & Advertising,Exp txn,1105.2
2025-11-23,revenue,Online / Digital Sales,Rev txn,394.3
2025-02-11,revenue,Subscription Income,Rev txn,2999.65
2025-08-29,revenue,Online / Digital Sales,Rev txn,4926.85
2025-12-12,revenue,Subscription Income,Rev txn,3417.4
2025-07-18,revenue,Online / Digital Sales,Rev txn,1337.77
2025-11-23,expense,Cost of Goods Sold (COGS),Exp txn,963.37
2025-04-17,expense,Marketing & Advertising,Exp txn,246.43
2025-03-01,expense,Other Expense,Exp txn,960.12
2025-07-22,revenue,Consulting / Retainers,Rev txn,3899.49
2025-05-04,revenue,Subscription Income,Rev txn,1506.47
2025-12-14,revenue,Subscription Income,Rev txn,3605.81
2025-11-27,expense,Software & Subscriptions,Exp txn,802.09
2025-11-02,revenue,Subscription Income,Rev txn,4226.12
2025-08-27,expense,Marketing & Advertising,Exp txn,1320.88
2025-10-11,revenue,Consulting / Retainers,Rev txn,1840.09
2025-10-22,expense,Salaries & Wages,Exp txn,1437.54
2025-07-29,expense,Salaries & Wages,Exp txn,1152.1
2025-04-09,expense,Cost of Goods Sold (COGS),Exp txn,1624.88
2025-09-06,revenue,Service Revenue,Rev txn,4820.49
2025-02-25,revenue,Other Revenue,Rev txn,562.75
2025-07-23,expense,Rent / Office Space,Exp txn,1216.46
2025-05-26,revenue,Other Revenue,Rev txn,2899.57
2025-11-28,expense,Cost of Goods Sold (COGS),Exp txn,1822.32
2025-11-23,revenue,Consulting / Retainers,Rev txn,4662.19
2025-04-12,revenue,Online / Digital Sales,Rev txn,3747.72
2025-02-28,revenue,Other Revenue,Rev txn,3366.04
2025-06-19,expense,Software & Subscriptions,Exp txn,492.49
2025-03-22,revenue,Product Sales,Rev txn,1127.62
2025-04-03,revenue,Other Revenue,Rev txn,4710.28
2025-04-05,expense,Salaries & Wages,Exp txn,1509.05
2025-06-08,revenue,Online / Digital Sales,Rev txn,3991.32
2025-12-13,expense,Salaries & Wages,Exp txn,1765.67
2025-11-11,revenue,Product Sales,Rev txn,241.69
2025-06-05,revenue,Product Sales,Rev txn,3433.56
2025-03-16,revenue,Service Revenue,Rev txn,3759.91
2025-09-02,expense,Rent / Office Space,Exp txn,390.3
2025-10-18,expense,Other Expense,Exp txn,406.94
2025-04-09,expense,Salaries & Wages,Exp txn,93.39
2025-03-18,revenue,Subscription Income,Rev txn,1806.38
2025-11-29,revenue,Online / Digital Sales,Rev txn,1747.26
2025-08-05,expense,Software & Subscriptions,Exp txn,1638.57
2025-02-20,expense,Software & Subscriptions,Exp txn,282.7
2025-07-02,expense,Marketing & Advertising,Exp txn,333.38
2025-01-12,expense,Rent / Office Space,Exp txn,1827.33
2025-04-11,expense,Software & Subscriptions,Exp txn,284.78
2025-04-07,expense,Other Expense,Exp txn,1798.37
2025-09-24,expense,Software & Subscriptions,Exp txn,1896.33
2025-07-14,expense,Salaries & Wages,Exp txn,1896.93
2025-05-26,expense,Software & Subscriptions,Exp txn,358.43
2025-03-11,revenue,Product Sales,Rev txn,4503.09
2025-06-05,expense,Cost of Goods Sold (COGS),Exp txn,656.85
2025-11-17,revenue,Online / Digital Sales,Rev txn,4927.34
2025-06-18,revenue,Online / Digital Sales,Rev txn,576.73
2025-07-06,revenue,Other Revenue,Rev txn,3245.23
2025-08-29,revenue,Online / Digital Sales,Rev txn,2899.67
2025-12-21,expense,Software & Subscriptions,Exp txn,1431.14
2025-09-26,expense,Cost of Goods Sold (COGS),Exp txn,1471.06
2025-12-02,revenue,Service Revenue,Rev txn,3284.6
2025-11-07,expense,Rent / Office Space,Exp txn,1095.49
2025-10-06,expense,Software & Subscriptions,Exp txn,1833.79
2025-05-21,expense,Marketing & Advertising,Exp txn,661.6
2025-06-15,revenue,Other Revenue,Rev txn,4733.01
2025-05-28,revenue,Service Revenue,Rev txn,4049.71
2025-07-11,expense,Software & Subscriptions,Exp txn,1933.71
2025-12-16,expense,Other Expense,Exp txn,1473.99
2025-10-02,revenue,Product Sales,Rev txn,2798.12
2025-03-05,revenue,Consulting / Retainers,Rev txn,2325.71
2025-01-21,revenue,Online / Digital Sales,Rev txn,2366.85
2025-12-06,revenue,Other Revenue,Rev txn,1252.84
2025-10-02,expense,Salaries & Wages,Exp txn,556.37
2025-06-20,revenue,Subscription Income,Rev txn,383.63
2025-08-01,revenue,Consulting / Retainers,Rev txn,3075.81
2025-05-03,revenue,Subscription Income,Rev txn,1428.46
2025-02-25,revenue,Online / Digital Sales,Rev txn,3521.33
2025-02-16,revenue,Other Revenue,Rev txn,3978.99
2025-06-05,expense,Salaries & Wages,Exp txn,1356.48
2025-03-09,revenue,Consulting / Retainers,Rev txn,1242.31
2025-10-16,expense,Other Expense,Exp txn,566.64
2025-07-25,revenue,Subscription Income,Rev txn,2562.93
2025-09-09,expense,Marketing & Advertising,Exp txn,392.61
2025-03-14,revenue,Service Revenue,Rev txn,390.52
2025-05-09,revenue,Product Sales,Rev txn,2788.47
2025-07-17,revenue,Consulting / Retainers,Rev txn,2136.75
2025-04-25,expense,Cost of Goods Sold (COGS),Exp txn,898.08
2025-06-20,revenue,Service Revenue,Rev txn,1234.27
2025-03-16,revenue,Online / Digital Sales,Rev txn,2025.01
2025-10-03,expense,Software & Subscriptions,Exp txn,1288.25
2025-06-04,revenue,Product Sales,Rev txn,440.06
2025-08-10,expense,Software & Subscriptions,Exp txn,1754.72
2025-05-21,revenue,Subscription Income,Rev txn,4716.57
2025-04-10,revenue,Consulting / Retainers,Rev txn,2851.37
2025-06-01,revenue,Other Revenue,Rev txn,2554.13
2025-08-28,expense,Rent / Office Space,Exp txn,1267.15
2025-06-30,expense,Salaries & Wages,Exp txn,973.66
2025-09-23,revenue,Other Revenue,Rev txn,1733.87
2025-10-13,revenue,Other Revenue,Rev txn,4758.46
2025-02-19,revenue,Other Revenue,Rev txn,3365.14
2025-04-09,revenue,Service Revenue,Rev txn,1826.95
2025-07-31,expense,Salaries & Wages,Exp txn,270.22
2025-02-15,revenue,Consulting / Retainers,Rev txn,1900.87
2025-10-07,expense,Software & Subscriptions,Exp txn,1217.25
2025-02-17,expense,Marketing & Advertising,Exp txn,257.08
2025-01-08,revenue,Consulting / Retainers,Rev txn,1547.46
2025-02-05,expense,Software & Subscriptions,Exp txn,1592.86
2025-04-24,expense,Salaries & Wages,Exp txn,167.06
2025-06-17,revenue,Product Sales,Rev txn,1133.26
2025-05-16,revenue,Other Revenue,Rev txn,3737.7
2025-09-27,expense,Rent / Office Space,Exp txn,56.12
2025-08-21,expense,Salaries & Wages,Exp txn,1906.05
2025-05-24,expense,Marketing & Advertising,Exp txn,1531.16
2025-03-22,revenue,Consulting / Retainers,Rev txn,1454.74
2025-08-09,expense,Software & Subscriptions,Exp txn,954.43
2025-01-24,revenue,Product Sales,Rev txn,4271.92
2025-12-26,revenue,Consulting / Retainers,Rev txn,1090.4
2025-01-12,expense,Software & Subscriptions,Exp txn,1559.25
2025-04-19,expense,Salaries & Wages,Exp txn,1106.17
2025-04-19,revenue,Other Revenue,Rev txn,1855.03
2025-07-14,revenue,Consulting / Retainers,Rev txn,2704.61
2025-12-04,revenue,Subscription Income,Rev txn,2379.92
2025-09-20,expense,Software & Subscriptions,Exp txn,294.13
2025-03-28,expense,Other Expense,Exp txn,884.81
2025-04-26,expense,Rent / Office Space,Exp txn,110.58
2025-01-05,revenue,Subscription Income,Rev txn,4316.01
2025-07-01,expense,Rent / Office Space,Exp txn,1891.01
2025-12-20,revenue,Service Revenue,Rev txn,1930.64
2025-01-22,revenue,Online / Digital Sales,Rev txn,1974.84
2025-03-15,expense,Other Expense,Exp txn,1950.41
2025-12-12,revenue,Subscription Income,Rev txn,998.37
2025-05-22,revenue,Online / Digital Sales,Rev txn,2284.86
2025-10-21,revenue,Consulting / Retainers,Rev txn,3876.69
2025-11-06,revenue,Online / Digital Sales,Rev txn,3634.7
2025-03-10,expense,Software & Subscriptions,Exp txn,1208.88
2025-11-15,revenue,Online / Digital Sales,Rev txn,1846.75
2025-08-29,revenue,Consulting / Retainers,Rev txn,1102.5
2025-05-28,revenue,Other Revenue,Rev txn,4429.18
2025-03-21,expense,Rent / Office Space,Exp txn,909.56
2025-01-27,revenue,Consulting / Retainers,Rev txn,3134.62
2025-02-02,expense,Salaries & Wages,Exp txn,311.35
2025-10-27,expense,Other Expense,Exp txn,605.48
2025-09-08,revenue,Service Revenue,Rev txn,85.59
2025-06-03,expense,Salaries & Wages,Exp txn,1591.85
2025-08-30,revenue,Other Revenue,Rev txn,2870.76
2025-10-12,revenue,Product Sales,Rev txn,4704.3
2025-01-02,revenue,Consulting / Retainers,Rev txn,4870.49
2025-10-10,revenue,Other Revenue,Rev txn,4918.58
2025-02-15,expense,Rent / Office Space,Exp txn,1159.49
2025-02-13,expense,Other Expense,Exp txn,1683.92
2025-12-04,revenue,Other Revenue,Rev txn,1616.03
2025-08-25,expense,Salaries & Wages,Exp txn,995.81
2025-06-11,expense,Cost of Goods Sold (COGS),Exp txn,1363.99
2025-08-09,revenue,Service Revenue,Rev txn,3494.76
2025-08-12,revenue,Product Sales,Rev txn,3269.76
2025-12-23,expense,Software & Subscriptions,Exp txn,1152.53
2025-12-03,revenue,Other Revenue,Rev txn,2060.07
2025-04-30,expense,Other Expense,Exp txn,1022.42
2025-03-11,expense,Other Expense,Exp txn,1063.63
2025-09-03,expense,Rent / Office Space,Exp txn,1444.64
2025-04-07,revenue,Consulting / Retainers,Rev txn,4000.8
2025-05-18,expense,Software & Subscriptions,Exp txn,337.67
2025-12-13,expense,Marketing & Advertising,Exp txn,1512.38
2025-11-05,expense,Cost of Goods Sold (COGS),Exp txn,1421.57
2025-09-05,revenue,Consulting / Retainers,Rev txn,1752.58
2025-02-04,revenue,Consulting / Retainers,Rev txn,3620.36
2025-08-01,revenue,Other Revenue,Rev txn,2210.15
2025-12-29,revenue,Product Sales,Rev txn,203.6
2025-08-25,revenue,Subscription Income,Rev txn,1401.03
2025-09-29,revenue,Service Revenue,Rev txn,4801.17
2025-10-04,expense,Salaries & Wages,Exp txn,1855.38
2025-03-06,revenue,Subscription Income,Rev txn,1821.16
2025-11-09,revenue,Consulting / Retainers,Rev txn,1542.83
2025-07-01,revenue,Product Sales,Rev txn,710.03
2025-03-01,revenue,Online / Digital Sales,Rev txn,4769.82
2025-12-15,expense,Marketing & Advertising,Exp txn,1209.22
2025-10-23,revenue,Product Sales,Rev txn,3766.85
2025-11-27,revenue,Product Sales,Rev txn,4009.35
2025-01-27,revenue,Service Revenue,Rev txn,4762.4
2025-08-24,revenue,Other Revenue,Rev txn,837.83
2025-03-20,expense,Software & Subscriptions,Exp txn,1646.46
2025-11-27,revenue,Consulting / Retainers,Rev txn,228.34
2025-07-23,expense,Cost of Goods Sold (COGS),Exp txn,1015.83
2025-02-19,expense,Software & Subscriptions,Exp txn,188.03
2025-07-15,revenue,Online / Digital Sales,Rev txn,2902.25
2025-11-14,expense,Software & Subscriptions,Exp txn,1055.7
2025-04-15,revenue,Consulting / Retainers,Rev txn,4309.18
2025-01-12,expense,Rent / Office Space,Exp txn,1992.77
2025-06-07,expense,Software & Subscriptions,Exp txn,1595.54
2025-10-18,expense,Software & Subscriptions,Exp txn,1110.91
2025-12-02,revenue,Other Revenue,Rev txn,2923.92
2025-11-26,expense,Other Expense,Exp txn,1440.55
2025-09-15,revenue,Subscription Income,Rev txn,516.91
2025-03-01,revenue,Service Revenue,Rev txn,3453.11
2025-09-05,revenue,Consulting / Retainers,Rev txn,341.43
2025-05-02,expense,Rent / Office Space,Exp txn,1582.84
2025-05-17,revenue,Product Sales,Rev txn,366.93
2025-05-11,expense,Cost of Goods Sold (COGS),Exp txn,738.99
2025-06-20,revenue,Service Revenue,Rev txn,247.48
2025-07-04,expense,Rent / Office Space,Exp txn,1453.4
2025-02-28,revenue,Online / Digital Sales,Rev txn,2162.37
2025-07-04,expense,Marketing & Advertising,Exp txn,1686.63
2025-08-22,revenue,Consulting / Retainers,Rev txn,1685.62
2025-12-03,revenue,Subscription Income,Rev txn,4596.54
2025-09-30,expense,Software & Subscriptions,Exp txn,987.49
2025-05-02,revenue,Online / Digital Sales,Rev txn,3501.11
2025-02-20,revenue,Other Revenue,Rev txn,3470.55
2025-11-01,expense,Marketing & Advertising,Exp txn,133.94
2025-07-03,revenue,Service Revenue,Rev txn,926.41
2025-07-04,expense,Cost of Goods Sold (COGS),Exp txn,1960.0
2025-12-30,expense,Cost of Goods Sold (COGS),Exp txn,1873.97
2025-04-21,revenue,Online / Digital Sales,Rev txn,239.37
2025-05-07,expense,Other Expense,Exp txn,1069.36
2025-07-22,revenue,Subscription Income,Rev txn,2351.13
2025-04-24,expense,Marketing & Advertising,Exp txn,1279.51
2025-10-28,revenue,Service Revenue,Rev txn,1800.71
2025-05-20,revenue,Online / Digital Sales,Rev txn,921.88
2025-05-05,expense,Other Expense,Exp txn,712.26
2025-08-02,revenue,Service Revenue,Rev txn,2051.79
2025-01-31,revenue,Service Revenue,Rev txn,734.74
2025-04-02,expense,Cost of Goods Sold (COGS),Exp txn,1001.55
2025-04-28,revenue,Subscription Income,Rev txn,2915.65
2025-08-22,expense,Rent / Office Space,Exp txn,542.27
2025-07-30,revenue,Product Sales,Rev txn,2719.21
2025-07-04,expense,Other Expense,Exp txn,1489.18
2025-02-16,revenue,Online / Digital Sales,Rev txn,4287.04
2025-11-27,revenue,Service Revenue,Rev txn,448.86
2025-04-22,expense,Salaries & Wages,Exp txn,619.93
2025-05-14,expense,Software & Subscriptions,Exp txn,1563.87
2025-10-11,expense,Cost of Goods Sold (COGS),Exp txn,1445.59
2025-07-08,revenue,Product Sales,Rev txn,2794.34
2025-11-01,expense,Cost of Goods Sold (COGS),Exp txn,701.38
2025-02-24,expense,Rent / Office Space,Exp txn,1628.88
2025-04-17,expense,Rent / Office Space,Exp txn,508.7
2025-11-14,revenue,Consulting / Retainers,Rev txn,3304.0
2025-12-11,revenue,Other Revenue,Rev txn,2668.26
2025-07-13,expense,Marketing & Advertising,Exp txn,1078.01
2025-11-25,expense,Cost of Goods Sold (COGS),Exp txn,1439.54
2025-10-26,expense,Software & Subscriptions,Exp txn,588.0
2025-11-22,revenue,Subscription Income,Rev txn,3860.49
2025-12-22,revenue,Online / Digital Sales,Rev txn,3145.24
2025-01-23,expense,Marketing & Advertising,Exp txn,283.17
2025-01-17,revenue,Other Revenue,Rev txn,3543.05
2025-04-05,expense,Salaries & Wages,Exp txn,1924.64
2025-07-19,expense,Rent / Office Space,Exp txn,1350.87
2025-10-01,expense,Marketing & Advertising,Exp txn,582.38
2025-12-25,revenue,Consulting / Retainers,Rev txn,1092.62
2025-09-12,expense,Software & Subscriptions,Exp txn,1131.6
2025-06-07,expense,Other Expense,Exp txn,143.79
2025-12-10,expense,Marketing & Advertising,Exp txn,1790.9
2025-06-28,expense,Software & Subscriptions,Exp txn,1816.79
2025-09-29,revenue,Subscription Income,Rev txn,1210.74
2025-03-09,revenue,Product Sales,Rev txn,2313.26
2025-01-20,revenue,Consulting / Retainers,Rev txn,3764.86
2025-06-11,revenue,Service Revenue,Rev txn,146.68
2025-06-03,expense,Other Expense,Exp txn,1363.42
2025-10-27,expense,Marketing & Advertising,Exp txn,1281.59
2025-05-03,revenue,Service Revenue,Rev txn,2035.77
2025-01-24,expense,Marketing & Advertising,Exp txn,1157.77
2025-05-19,expense,Cost of Goods Sold (COGS),Exp txn,156.33
2025-01-15,revenue,Consulting / Retainers,Rev txn,1265.2
2025-11-21,revenue,Product Sales,Rev txn,2580.31
2025-02-08,expense,Other Expense,Exp txn,1013.47
2025-02-20,revenue,Other Revenue,Rev txn,4676.38
2025-04-05,expense,Marketing & Advertising,Exp txn,632.04
2025-07-08,revenue,Subscription Income,Rev txn,787.82
2025-11-27,expense,Other Expense,Exp txn,1235.2
2025-07-04,revenue,Product Sales,Rev txn,1876.65
2025-08-25,revenue,Product Sales,Rev txn,867.38
2025-10-07,expense,Salaries & Wages,Exp txn,585.12
2025-08-29,revenue,Online / Digital Sales,Rev txn,1715.16
2025-09-18,revenue,Consulting / Retainers,Rev txn,2351.92
2025-10-09,expense,Other Expense,Exp txn,1611.33
2025-03-13,expense,Other Expense,Exp txn,416.01
2025-12-23,expense,Marketing & Advertising,Exp txn,1071.62
2025-03-15,revenue,Consulting / Retainers,Rev txn,3573.62
2025-12-03,expense,Other Expense,Exp txn,1081.77
2025-11-19,expense,Salaries & Wages,Exp txn,747.37
2025-08-16,revenue,Service Revenue,Rev txn,2725.91
2025-07-22,expense,Rent / Office Space,Exp txn,1327.83
2025-12-22,expense,Salaries & Wages,Exp txn,1546.26
2025-05-12,revenue,Online / Digital Sales,Rev txn,2711.29
2025-11-24,revenue,Subscription Income,Rev txn,4668.79
2025-08-19,revenue,Online / Digital Sales,Rev txn,1386.24
2025-05-16,revenue,Product Sales,Rev txn,4626.21
2025-08-01,revenue,Service Revenue,Rev txn,4681.88
2025-08-02,expense,Rent / Office Space,Exp txn,1001.1
2025-09-15,expense,Other Expense,Exp txn,632.3
2025-11-13,revenue,Service Revenue,Rev txn,1261.81
2025-10-22,revenue,Service Revenue,Rev txn,2406.66
2025-08-29,revenue,Consulting / Retainers,Rev txn,3612.42
2025-12-27,revenue,Product Sales,Rev txn,3278.12
2025-06-08,revenue,Subscription Income,Rev txn,1274.05
2025-11-20,revenue,Consulting / Retainers,Rev txn,2411.05
2025-04-29,expense,Cost of Goods Sold (COGS),Exp txn,672.75
2025-01-25,expense,Rent / Office Space,Exp txn,1999.19
2025-07-05,revenue,Product Sales,Rev txn,4314.4
2025-12-10,revenue,Other Revenue,Rev txn,1230.8
2025-12-05,expense,Software & Subscriptions,Exp txn,184.7
2025-10-21,revenue,Online / Digital Sales,Rev txn,2240.74
2025-12-10,revenue,Online / Digital Sales,Rev txn,4741.4
2025-08-25,expense,Other Expense,Exp txn,79.25
2025-12-05,revenue,Consulting / Retainers,Rev txn,4647.99
2025-09-13,revenue,Subscription Income,Rev txn,2061.82
2025-02-28,revenue,Consulting / Retainers,Rev txn,2304.31
2025-12-26,expense,Salaries & Wages,Exp txn,1766.09
2025-04-12,revenue,Online / Digital Sales,Rev txn,2410.1
2025-04-07,revenue,Other Revenue,Rev txn,2595.07
2025-12-02,revenue,Other Revenue,Rev txn,389.66
2025-12-29,revenue,Subscription Income,Rev txn,1501.23
2025-05-17,revenue,Product Sales,Rev txn,4176.94
2025-10-13,expense,Marketing & Advertising,Exp txn,1934.47
2025-10-29,revenue,Other Revenue,Rev txn,2717.94
2025-03-23,expense,Software & Subscriptions,Exp txn,997.44
2025-05-27,revenue,Product Sales,Rev txn,3686.44
2025-11-11,expense,Marketing & Advertising,Exp txn,919.41
2025-10-08,revenue,Other Revenue,Rev txn,2571.56
2025-03-14,expense,Rent / Office Space,Exp txn,406.92
2025-06-12,revenue,Other Revenue,Rev txn,3630.6
2025-03-09,revenue,Product Sales,Rev txn,4009.44
2025-08-17,expense,Rent / Office Space,Exp txn,210.08
2025-02-20,revenue,Other Revenue,Rev txn,534.65
2025-08-05,revenue,Product Sales,Rev txn,1434.31
2025-07-11,revenue,Online / Digital Sales,Rev txn,2061.75
2025-04-16,expense,Other Expense,Exp txn,1278.65
2025-01-14,expense,Other Expense,Exp txn,1412.93
2025-08-01,revenue,Product Sales,Rev txn,3884.48
2025-08-17,expense,Marketing & Advertising,Exp txn,1382.63
2025-03-08,revenue,Subscription Income,Rev txn,249.28
2025-12-08,revenue,Product Sales,Rev txn,3326.26
2025-02-09,revenue,Subscription Income,Rev txn,2227.37
2025-04-21,revenue,Subscription Income,Rev txn,3854.02
2025-09-17,revenue,Subscription Income,Rev txn,1751.6
2025-07-16,revenue,Service Revenue,Rev txn,2452.8
2025-08-23,expense,Other Expense,Exp txn,1554.62
2025-10-29,revenue,Online / Digital Sales,Rev txn,4207.32
2025-02-20,expense,Rent / Office Space,Exp txn,1066.77
2025-08-13,revenue,Product Sales,Rev txn,2980.88
